Away Team,Away Spread,Home Spread,Home Team,Game Date
MIA,15.00,27.00,CIN,WEEK4
MIN,28.00,25.00,NO,WEEK4
CLE,20.00,23.00,ATL,WEEK4
BUF,23.00,20.00,BAL,WEEK4
WAS,10.00,25.00,DAL,WEEK4
SEA,48.00,45.00,DET,WEEK4
LAC,34.00,24.00,HOU,WEEK4
TEN,24.00,17.00,IND,WEEK4
CHI,12.00,20.00,NYG,WEEK4
JAX,21.00,29.00,PHI,WEEK4
NYJ,24.00,20.00,PIT,WEEK4
ARI,26.00,16.00,CAR,WEEK4
NE,24.00,27.00,GB,WEEK4
DEN,23.00,32.00,LV,WEEK4
KC,41.00,31.00,TB,WEEK4
LA,9.00,24.00,SF,WEEK4
