Away Team,Away Spread,Home Spread,Home Team,Game Date
PIT,17.00,29.00,CLE,WEEK3
NO,14.00,22.00,CAR,WEEK3
HOU,20.00,23.00,CHI,WEEK3
KC,17.00,20.00,IND,WEEK3
BUF,19.00,21.00,MIA,WEEK3
DET,24.00,28.00,MIN,WEEK3
BAL,37.00,26.00,NE,WEEK3
CIN,27.00,12.00,NYJ,WEEK3
LV,22.00,24.00,TEN,WEEK3
PHI,24.00,8.00,WAS,WEEK3
JAX,38.00,10.00,LAC,WEEK3
LA,20.00,12.00,ARI,WEEK3
ATL,27.00,23.00,SEA,WEEK3
GB,14.00,12.00,TB,WEEK3
SF,10.00,11.00,DEN,WEEK3
DAL,23.00,16.00,NYG,WEEK3
