Away Team,Away Spread,Home Spread,Home Team,Game Date
IND,12.00,9.00,DEN,WEEK5
NYG,27.00,22.00,GB,WEEK5
PIT,3.00,38.00,BUF,WEEK5
LAC,30.00,28.00,CLE,WEEK5
HOU,13.00,6.00,JAX,WEEK5
CHI,22.00,29.00,MIN,WEEK5
DET,0.00,29.00,NE,WEEK5
SEA,32.00,39.00,NO,WEEK5
MIA,17.00,40.00,NYJ,WEEK5
ATL,15.00,21.00,TB,WEEK5
TEN,21.00,17.00,WAS,WEEK5
SF,37.00,15.00,CAR,WEEK5
PHI,20.00,17.00,ARI,WEEK5
DAL,22.00,10.00,LA,WEEK5
CIN,17.00,19.00,BAL,WEEK5
LV,29.00,30.00,KC,WEEK5
