Away Team,Away Spread,Home Spread,Home Team,Game Date
BUF,24.00,10.00,NE,WEEK13
PIT,19.00,16.00,ATL,WEEK13
DEN,9.00,10.00,BAL,WEEK13
GB,28.00,19.00,CHI,WEEK13
JAX,14.00,40.00,DET,WEEK13
CLE,27.00,14.00,HOU,WEEK13
NYJ,22.00,27.00,MIN,WEEK13
WAS,20.00,20.00,NYG,WEEK13
TEN,10.00,35.00,PHI,WEEK13
SEA,27.00,23.00,LA,WEEK13
MIA,17.00,33.00,SF,WEEK13
KC,24.00,27.00,CIN,WEEK13
LAC,20.00,27.00,LV,WEEK13
IND,19.00,54.00,DAL,WEEK13
NO,16.00,17.00,TB,WEEK13
