Away Team,Away Spread,Home Spread,Home Team,Game Date
TEN,27.00,17.00,GB,WEEK11
CHI,24.00,27.00,ATL,WEEK11
CAR,3.00,13.00,BAL,WEEK11
CLE,23.00,31.00,BUF,WEEK11
WAS,23.00,10.00,HOU,WEEK11
PHI,17.00,16.00,IND,WEEK11
NYJ,3.00,10.00,NE,WEEK11
LA,20.00,27.00,NO,WEEK11
DET,31.00,18.00,NYG,WEEK11
LV,22.00,16.00,DEN,WEEK11
DAL,40.00,3.00,MIN,WEEK11
CIN,37.00,30.00,PIT,WEEK11
KC,30.00,27.00,LAC,WEEK11
SF,38.00,10.00,ARI,WEEK11
