Away Team,Away Spread,Home Spread,Home Team,Game Date
PHI,29.00,17.00,HOU,WEEK9
LAC,20.00,17.00,ATL,WEEK9
MIA,35.00,32.00,CHI,WEEK9
CAR,21.00,42.00,CIN,WEEK9
GB,9.00,15.00,DET,WEEK9
LV,20.00,27.00,JAX,WEEK9
IND,3.00,26.00,NE,WEEK9
BUF,17.00,20.00,NYJ,WEEK9
MIN,20.00,17.00,WAS,WEEK9
SEA,31.00,21.00,ARI,WEEK9
LA,13.00,16.00,TB,WEEK9
TEN,17.00,20.00,KC,WEEK9
BAL,27.00,13.00,NO,WEEK9
