Away Team,Away Spread,Home Spread,Home Team,Game Date
NO,34.00,42.00,ARI,WEEK7
CLE,20.00,23.00,BAL,WEEK7
TB,3.00,21.00,CAR,WEEK7
ATL,17.00,35.00,CIN,WEEK7
DET,6.00,24.00,DAL,WEEK7
NYG,23.00,17.00,JAX,WEEK7
IND,10.00,19.00,TEN,WEEK7
GB,21.00,23.00,WAS,WEEK7
NYJ,16.00,9.00,DEN,WEEK7
HOU,20.00,38.00,LV,WEEK7
SEA,37.00,23.00,LAC,WEEK7
KC,44.00,23.00,SF,WEEK7
PIT,10.00,16.00,MIA,WEEK7
CHI,33.00,14.00,NE,WEEK7
