Away Team,Away Spread,Home Spread,Home Team,Game Date
LV,16.00,17.00,LA,WEEK14
NYJ,12.00,20.00,BUF,WEEK14
CLE,10.00,23.00,CIN,WEEK14
HOU,23.00,27.00,DAL,WEEK14
MIN,23.00,34.00,DET,WEEK14
PHI,48.00,22.00,NYG,WEEK14
BAL,16.00,14.00,PIT,WEEK14
JAX,36.00,22.00,TEN,WEEK14
KC,34.00,28.00,DEN,WEEK14
CAR,30.00,24.00,SEA,WEEK14
TB,7.00,35.00,SF,WEEK14
MIA,17.00,23.00,LAC,WEEK14
NE,27.00,13.00,ARI,WEEK14
