Away Team,Away Spread,Home Spread,Home Team,Game Date
ATL,15.00,25.00,CAR,WEEK10
SEA,16.00,21.00,TB,WEEK10
MIN,33.00,30.00,BUF,WEEK10
DET,31.00,30.00,CHI,WEEK10
JAX,17.00,27.00,KC,WEEK10
CLE,17.00,39.00,MIA,WEEK10
HOU,16.00,24.00,NYG,WEEK10
NO,10.00,20.00,PIT,WEEK10
DEN,10.00,17.00,TEN,WEEK10
IND,25.00,20.00,LV,WEEK10
DAL,28.00,31.00,GB,WEEK10
ARI,27.00,17.00,LA,WEEK10
LAC,16.00,22.00,SF,WEEK10
WAS,32.00,21.00,PHI,WEEK10
