Game Date_picks,Home Team_picks,Away Team_picks,Game Pick,Game Key,Game Date,Home Team,Home Score,Away Score,Away Team,Home Line Close,Away Line Close,Home Odds Close,Away Odds Close,Margin,ATS Win/Loss,ML Win/Loss,Wager,ATS Payout,ML Payout,Weekly ATS Payout,Weekly ML Payout,Total Payout
WEEK8,DAL,CHI,DAL,DALCHI,WEEK8,DAL,49.00,29.00,CHI,-10.00,10.00,1.22,4.50,-20.00,1,1,100,90.00,22.00,180.00,38.00,218.00
WEEK8,PHI,PIT,PHI,PHIPIT,WEEK8,PHI,35.00,13.00,PIT,-11.50,11.50,1.16,5.50,-22.00,1,1,100,90.00,16.00,180.00,38.00,218.00
