Game Date_picks,Home Team_picks,Away Team_picks,Game Pick,Game Key,Game Date,Home Team,Home Score,Away Score,Away Team,Home Line Close,Away Line Close,Home Odds Close,Away Odds Close,Margin,ATS Win/Loss,ML Win/Loss,Wager,ATS Payout,ML Payout,Weekly ATS Payout,Weekly ML Payout,Total Payout
WEEK2,KC,LAC,KC,KCLAC,WEEK2,KC,27.00,24.00,LAC,-4.00,4.00,1.47,2.75,-3.00,0,1,100,-100.00,47.00,-10.00,72.00,62.00
WEEK2,SF,SEA,SF,SFSEA,WEEK2,SF,27.00,7.00,SEA,-8.50,8.50,1.25,4.10,-20.00,1,1,100,90.00,25.00,-10.00,72.00,62.00
