Game Date,Home Team,Home Spread,Away Team,Away Spread,OVR,OFF,PASS,PBLK,RECV,RUN,RBLK,DEF,RDEF,TACK,PRSH,COV,OPP OVR,OPP OFF,OPP PASS,OPP PBLK,OPP RECV,OPP RUN,OPP RBLK,OPP DEF,OPP RDEF,OPP TACK,OPP PRSH,OPP COV,Overall Adv,Offense Adv,Passing Adv,Pass Block Adv,Receving Adv,Running Adv,Run Block Adv,Defense Adv,Run Defense Adv,Tackling Adv,Pass Rush Adv,Coverage Adv,Game Pick
WEEK6,CHI,7.0,WAS,12.0,62.8,69.2,50.9,68.2,62.1,85.9,73.1,47.3,34.9,49.2,52.2,60.8,77.0,67.6,53.4,61.7,75.1,77.2,55.6,73.8,60.1,68.0,71.9,83.1,-14.200000000000003,-4.599999999999994,-26.6,-3.700000000000003,-20.999999999999993,25.800000000000004,12.999999999999993,-20.299999999999997,-31.500000000000007,-26.950000000000003,-5.349999999999994,-7.6000000000000085,WAS
