Game Date,Home Team,Home Spread,Away Team,Away Spread,OVR,OFF,PASS,PBLK,RECV,RUN,RBLK,DEF,RDEF,TACK,PRSH,COV,OPP OVR,OPP OFF,OPP PASS,OPP PBLK,OPP RECV,OPP RUN,OPP RBLK,OPP DEF,OPP RDEF,OPP TACK,OPP PRSH,OPP COV,Overall Adv,Offense Adv,Passing Adv,Pass Block Adv,Receving Adv,Running Adv,Run Block Adv,Defense Adv,Run Defense Adv,Tackling Adv,Pass Rush Adv,Coverage Adv,Game Pick
WEEK7,NE,14.0,CHI,33.0,81.2,72.0,71.2,72.5,71.6,81.5,56.7,75.8,71.7,87.1,73.5,75.0,62.8,69.2,50.9,68.2,62.1,85.9,73.1,47.3,34.9,49.2,52.2,60.8,18.400000000000006,24.700000000000003,14.700000000000003,20.299999999999997,10.799999999999997,46.6,21.800000000000004,6.599999999999994,-7.799999999999997,13.099999999999994,13.950000000000003,9.849999999999994,NE
WEEK7,JAX,17.0,NYG,23.0,80.6,71.8,73.8,72.8,70.5,89.4,47.0,71.8,70.3,35.7,76.5,62.2,68.6,69.8,65.7,62.0,68.4,90.0,60.9,54.5,41.7,71.7,68.8,53.3,12.0,17.299999999999997,12.75,4.0,17.200000000000003,47.7,5.299999999999997,2.0,-5.150000000000006,-43.5,12.649999999999999,-3.0,JAX
